Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Purchase Date,Quantity,Price,Product Name,Cost Per Unit,Discount,Taxes,Category ID,Category Name,City Name,County,State Code,State,Latitude,Longitude,Area Code,Area Population,Area Households,Area Median Income,Customer Name,Age,Gender,Salesperson Name
OID10008,PID2076,A157,EMP1015,C1121,2/13/2018,2,1522,Product 77,791,0,228.3,F,Category F,San Mateo,San Mateo County,CA,California,37.56299,-122.32553,650,103536,37861,90208,Jesse Graham,45,f,Justin Lynch
OID10013,PID2087,A160,EMP1020,C1461,1/28/2018,1,1022,Product 88,818,0,153.3,G,Category G,Santa Clarita,Los Angeles County,CA,California,34.39166,-118.54259,661,182371,59247,83554,Aaron Miller,45,f,Ryan Butler
OID10015,PID2037,A103,EMP1010,C1510,3/14/2018,2,880,Product 38,634,0,132,E,Category E,Berkeley,Alameda County,CA,California,37.87159,-122.27275,510,120972,45917,66237,Arthur Roberts,72,m,Joshua Cook
OID10016,PID2097,A130,EMP1023,C1133,7/26/2018,1,1052,Product 98,589,0,157.8,H,Category H,Lancaster,Los Angeles County,CA,California,34.69804,-118.13674,661,161103,47427,47225,Roger Tucker,43,f,Brian Davis
OID10018,PID2005,A158,EMP1037,C1240,3/28/2018,1,684,Product 6,561,0,102.6,B,Category B,Santa Ana,Orange County,CA,California,33.74557,-117.86783,949,335400,74757,52253,Clarence Freeman,58,f,Carl Hall
OID10020,PID2036,A127,EMP1013,C1155,10/18/2018,2,1582,Product 37,"1,234",0,237.3,D,Category D,Inglewood,Los Angeles County,CA,California,33.96168,-118.35313,424,111666,36667,42044,Daniel Barnes,52,m,Charles Harper
OID10030,PID2028,A138,EMP1017,C1495,1/1/2018,1,2283,Product 29,"1,484",0,342.45,D,Category D,Oceanside,San Diego County,CA,California,33.19587,-117.37948,760,175691,60493,57703,Henry Elliott,62,m,Brian Hansen
OID10039,PID2024,A134,EMP1023,C1448,12/13/2018,1,356,Product 25,292,0,53.4,D,Category D,Moreno Valley,Riverside County,CA,California,33.93752,-117.23059,951,204198,51693,54590,Adam Hunter,45,f,Brian Davis
OID10041,PID2010,A146,EMP1022,C1562,3/4/2018,1,1812,Product 11,"1,305",0,271.8,B,Category B,Rialto,San Bernardino County,CA,California,34.1064,-117.37032,909,103132,25199,50971,Edward Mason,45,f,Walter Cook
OID10047,PID2010,A143,EMP1038,C1084,1/4/2018,2,1812,Product 11,"1,305",0,271.8,B,Category B,Pasadena,Los Angeles County,CA,California,34.14778,-118.14452,626,142250,54536,72402,Benjamin Ryan,32,f,Scott Mason
OID10051,PID2029,A167,EMP1003,C1274,7/10/2018,3,1848,Product 30,"1,294",0,277.2,D,Category D,Thousand Oaks,Ventura County,CA,California,34.17056,-118.8375,805,129339,45912,100946,Adam Hernandez,63,f,Christopher Tucker
OID10056,PID2040,A118,EMP1007,C1160,8/26/2018,4,1889,Product 41,945,0,283.35,E,Category E,Fairfield,Solano County,CA,California,38.24936,-122.03997,707,112970,34623,67364,Michael Thomas,52,m,Jeremy Mendoza
OID10057,PID2028,A139,EMP1017,C1732,6/14/2018,3,2283,Product 29,"1,484",0,342.45,D,Category D,Ontario,San Bernardino County,CA,California,34.06334,-117.65089,909,171214,47375,54114,Benjamin Garza,46,m,Brian Hansen
OID10058,PID2016,A107,EMP1027,C1526,11/22/2018,3,1351,Product 17,"1,108",0,202.65,C,Category C,Clovis,Fresno County,CA,California,36.82523,-119.70292,559,104180,34512,62666,Juan Rivera,72,f,Gary Rodriguez
OID10059,PID2016,A173,EMP1019,C1767,8/13/2018,1,1351,Product 17,"1,108",0,202.65,C,Category C,West Covina,Los Angeles County,CA,California,34.06862,-117.93895,626,108484,30816,69189,David Wilson,57,m,Roger Robertson
OID10062,PID2041,A142,EMP1016,C1641,11/5/2018,1,1380,Product 42,"1,090",0,207,E,Category E,Palmdale,Los Angeles County,CA,California,34.57943,-118.11646,661,158351,42720,52392,Charles Bell,80,f,Henry Nelson
OID10067,PID2018,A107,EMP1027,C1358,4/11/2018,3,1972,Product 19,"1,321",0,295.8,C,Category C,Clovis,Fresno County,CA,California,36.82523,-119.70292,559,104180,34512,62666,Steven Howard,45,f,Gary Rodriguez
OID10073,PID2079,A103,EMP1026,C1402,9/1/2018,3,1725,Product 80,"1,363",0,258.75,F,Category F,Berkeley,Alameda County,CA,California,37.87159,-122.27275,510,120972,45917,66237,Howard Lewis,29,m,Martin Perry
OID10075,PID2029,A128,EMP1029,C1100,2/15/2018,2,1848,Product 30,"1,294",0,277.2,D,Category D,Irvine,Orange County,CA,California,33.66946,-117.82311,949,256927,87235,92278,Stephen Reynolds,32,f,Howard Gardner
OID10076,PID2092,A122,EMP1031,C1470,3/27/2018,1,1639,Product 93,"1,295",0,245.85,G,Category G,Fullerton,Orange County,CA,California,33.87029,-117.92534,657,140847,45031,65974,Sean Knight,51,m,Brian Thomas
OID10078,PID2063,A170,EMP1042,C1222,1/14/2018,3,1708,Product 64,871,0,256.2,F,Category F,Victorville,San Bernardino County,CA,California,34.53611,-117.29116,760,122225,31886,45894,Billy Olson,45,f,Scott Clark
OID10082,PID2070,A111,EMP1040,C1519,2/21/2018,1,1671,Product 71,"1,220",0,250.65,F,Category F,Daly City,San Mateo County,CA,California,37.70583,-122.46194,650,106562,31137,74449,Mark Elliott,72,f,Patrick Ruiz
OID10084,PID2084,A147,EMP1005,C1241,8/7/2018,3,1783,Product 85,"1,230",0,267.45,G,Category G,Richmond,Contra Costa County,CA,California,37.93576,-122.34775,510,109708,36973,55102,Jeremy Wilson,45,f,Ryan Welch
OID10088,PID2043,A124,EMP1035,C1579,5/3/2018,1,545,Product 44,425,0,81.75,E,Category E,Glendale,Los Angeles County,CA,California,34.14251,-118.25508,818,201020,71498,52574,Keith James,45,f,Roger Ramos
OID10091,PID2051,A115,EMP1017,C1707,1/30/2018,1,1077,Product 52,732,0,161.55,E,Category E,Elk Grove,Sacramento County,CA,California,38.4088,-121.37162,916,166913,49316,79487,Antonio Shaw,35,m,Brian Hansen
OID10097,PID2024,A167,EMP1007,C1396,6/23/2018,4,356,Product 25,292,0,53.4,D,Category D,Thousand Oaks,Ventura County,CA,California,34.17056,-118.8375,805,129339,45912,100946,Harry Perkins,45,f,Jeremy Mendoza
OID10099,PID2006,A158,EMP1032,C1538,2/26/2018,3,1826,Product 7,"1,443",0,273.9,B,Category B,Santa Ana,Orange County,CA,California,33.74557,-117.86783,949,335400,74757,52253,Ralph Richardson,20,f,Larry Castillo
OID10107,PID2054,A146,EMP1005,C1052,5/8/2018,1,127,Product 55,79,0,19.05,E,Category E,Rialto,San Bernardino County,CA,California,34.1064,-117.37032,909,103132,25199,50971,Michael Cole,28,m,Ryan Welch
OID10110,PID2066,A107,EMP1013,C1342,8/19/2018,4,2091,Product 67,"1,485",0,313.65,F,Category F,Clovis,Fresno County,CA,California,36.82523,-119.70292,559,104180,34512,62666,Philip Burton,73,m,Charles Harper
OID10111,PID2051,A141,EMP1021,C1233,7/17/2018,3,1077,Product 52,732,0,161.55,E,Category E,Oxnard,Ventura County,CA,California,34.1975,-119.17705,805,207254,50815,60621,Billy Olson,45,f,Clarence Fox
OID10112,PID2039,A151,EMP1034,C1171,2/24/2018,3,817,Product 40,409,0,122.55,E,Category E,Salinas,Monterey County,CA,California,36.67774,-121.6555,831,157380,40892,49840,Billy Adams,45,f,Arthur Mccoy
OID10115,PID2046,A161,EMP1008,C1364,1/7/2018,1,2410,Product 47,"1,518",0,361.5,E,Category E,Santa Maria,Santa Barbara County,CA,California,34.95303,-120.43572,805,105093,27365,50433,Jeffrey Sanders,22,m,Carl Elliott
OID10116,PID2076,A101,EMP1029,C1415,7/24/2018,1,1522,Product 77,791,0,228.3,F,Category F,Antioch,Contra Costa County,CA,California,38.00492,-121.80579,925,110542,33718,64329,Douglas Foster,45,f,Howard Gardner
OID10119,PID2001,A167,EMP1010,C1339,1/29/2018,1,951,Product 2,504,0,142.65,A,Category A,Thousand Oaks,Ventura County,CA,California,34.17056,-118.8375,805,129339,45912,100946,Billy West,73,m,Joshua Cook
OID10124,PID2012,A150,EMP1019,C1508,7/6/2018,1,1353,Product 13,947,0,202.95,B,Category B,Sacramento,Sacramento County,CA,California,38.58157,-121.4944,530,490712,178185,50739,Matthew Smith,72,m,Roger Robertson
OID10126,PID2054,A138,EMP1030,C1337,9/27/2018,1,127,Product 55,79,0,19.05,E,Category E,Oceanside,San Diego County,CA,California,33.19587,-117.37948,760,175691,60493,57703,Eric Bowman,76,m,Bobby Russell
OID10127,PID2066,A134,EMP1027,C1612,7/20/2018,2,2091,Product 67,"1,485",0,313.65,F,Category F,Moreno Valley,Riverside County,CA,California,33.93752,-117.23059,951,204198,51693,54590,William Medina,70,f,Gary Rodriguez
OID10135,PID2015,A118,EMP1041,C1149,6/24/2018,1,637,Product 16,389,0,95.55,C,Category C,Fairfield,Solano County,CA,California,38.24936,-122.03997,707,112970,34623,67364,Jesse Hill,45,f,Joe Sims
OID10137,PID2093,A172,EMP1006,C1704,3/18/2018,1,112,Product 94,90,0,16.8,G,Category G,Vista,San Diego County,CA,California,33.20004,-117.24254,760,100890,30451,50601,Thomas Gonzales,35,m,Sean Miller
OID10144,PID2020,A136,EMP1042,C1770,11/17/2018,3,2005,Product 21,"1,223",0,300.75,C,Category C,Norwalk,Los Angeles County,CA,California,33.90224,-118.08173,562,107140,27225,59756,Aaron Johnson,45,f,Scott Clark
OID10152,PID2027,A146,EMP1043,C1314,5/1/2018,4,2497,Product 28,"1,473",0,374.55,D,Category D,Rialto,San Bernardino County,CA,California,34.1064,-117.37032,909,103132,25199,50971,Raymond Young,67,f,Joshua Taylor
OID10156,PID2068,A169,EMP1006,C1529,8/18/2018,3,1500,Product 69,900,0,225,F,Category F,Vallejo,Solano County,CA,California,38.10409,-122.25664,707,121253,41216,57028,Walter Harris,72,f,Sean Miller
OID10157,PID2025,A148,EMP1043,C1243,7/5/2018,2,667,Product 26,387,0,100.05,D,Category D,Riverside,Riverside County,CA,California,33.95333,-117.39611,951,322424,91267,57196,Ronald Burns,58,f,Joshua Taylor
OID10159,PID2003,A137,EMP1036,C1086,4/19/2018,1,1783,Product 4,"1,516",0,267.45,A,Category A,Oakland,Alameda County,CA,California,37.80437,-122.2708,510,419267,158424,54618,Phillip Webb,45,f,Robert Reed
OID10167,PID2004,A144,EMP1043,C1286,10/27/2018,1,1278,Product 5,665,0,191.7,A,Category A,Pomona,Los Angeles County,CA,California,34.05529,-117.75228,909,153266,39378,49186,Bobby Hughes,62,f,Joshua Taylor
OID10172,PID2076,A101,EMP1005,C1507,3/6/2018,1,1522,Product 77,791,0,228.3,F,Category F,Antioch,Contra Costa County,CA,California,38.00492,-121.80579,925,110542,33718,64329,Donald Andrews,72,m,Ryan Welch
OID10176,PID2008,A124,EMP1032,C1369,9/11/2018,3,315,Product 9,208,0,47.25,B,Category B,Glendale,Los Angeles County,CA,California,34.14251,-118.25508,818,201020,71498,52574,Brian Murphy,22,m,Larry Castillo
OID10177,PID2064,A109,EMP1027,C1057,4/14/2018,1,1414,Product 65,962,0,212.1,F,Category F,Corona,Riverside County,CA,California,33.87529,-117.56644,951,164226,48156,74149,Paul Lane,28,f,Gary Rodriguez
OID10182,PID2062,A161,EMP1026,C1657,2/28/2018,3,2464,Product 63,"1,774",0,369.6,E,Category E,Santa Maria,Santa Barbara County,CA,California,34.95303,-120.43572,805,105093,27365,50433,Eric Bowman,24,f,Martin Perry
OID10183,PID2035,A106,EMP1014,C1444,11/18/2018,2,458,Product 36,376,0,68.7,D,Category D,Chula Vista,San Diego County,CA,California,32.64,-117.08417,619,265757,78066,65185,Jack Reid,55,m,Ronald Reed
OID10184,PID2015,A114,EMP1025,C1480,10/30/2018,1,637,Product 16,389,0,95.55,C,Category C,El Cajon,San Diego County,CA,California,32.79477,-116.96253,619,103679,32564,45925,Matthew Lewis,51,m,Ernest Wagner
OID10186,PID2022,A133,EMP1025,C1064,6/19/2018,2,561,Product 23,421,0,84.15,C,Category C,Modesto,Stanislaus County,CA,California,37.6391,-120.99688,209,211266,70481,48577,Carlos Smith,30,f,Ernest Wagner
OID10187,PID2100,A126,EMP1002,C1757,5/31/2018,3,799,Product 101,455,0,119.85,H,Category H,Huntington Beach,Orange County,CA,California,33.6603,-117.99923,657,201899,74460,83252,Kenneth Ryan,45,f,Andrew Bowman
OID10195,PID2085,A156,EMP1025,C1694,12/6/2018,4,1862,Product 86,"1,173",0,279.3,G,Category G,San Jose,Santa Clara County,CA,California,37.33939,-121.89496,408,1026908,314297,84647,Thomas Chapman,45,f,Ernest Wagner
OID10197,PID2067,A134,EMP1002,C1717,9/6/2018,1,1119,Product 68,683,0,167.85,F,Category F,Moreno Valley,Riverside County,CA,California,33.93752,-117.23059,951,204198,51693,54590,Billy Olson,46,m,Andrew Bowman
OID10198,PID2072,A136,EMP1006,C1584,4/29/2018,1,1887,Product 73,"1,378",0,283.05,F,Category F,Norwalk,Los Angeles County,CA,California,33.90224,-118.08173,562,107140,27225,59756,Ralph Kelley,60,f,Sean Miller
OID10200,PID2034,A124,EMP1012,C1098,6/28/2018,1,871,Product 35,540,0,130.65,D,Category D,Glendale,Los Angeles County,CA,California,34.14251,-118.25508,818,201020,71498,52574,Jesse Hill,32,f,John Reyes
OID10204,PID2018,A112,EMP1030,C1214,12/10/2018,1,1972,Product 19,"1,321",0,295.8,C,Category C,Downey,Los Angeles County,CA,California,33.94001,-118.13257,562,114219,32738,62897,Clarence Austin,45,f,Bobby Russell
OID10211,PID2023,A155,EMP1005,C1277,2/24/2018,1,818,Product 24,450,0,122.7,C,Category C,San Francisco,San Francisco County,CA,California,37.775,-122.41944,415,864816,353287,81294,Peter Cook,62,f,Ryan Welch
OID10214,PID2068,A149,EMP1044,C1274,1/26/2018,1,1500,Product 69,900,0,225,F,Category F,Roseville,Placer County,CA,California,38.75212,-121.28801,916,130269,46547,75867,Adam Hernandez,63,f,Martin Carr
OID10217,PID2030,A102,EMP1021,C1174,3/26/2018,1,1899,Product 31,"1,044",0,284.85,D,Category D,Bakersfield,Kern County,CA,California,35.37329,-119.01871,661,373640,112439,57095,Sean Snyder,55,m,Clarence Fox
OID10220,PID2053,A158,EMP1033,C1150,9/4/2018,1,596,Product 54,358,0,89.4,E,Category E,Santa Ana,Orange County,CA,California,33.74557,-117.86783,949,335400,74757,52253,Adam Bailey,45,f,Jerry Perry
OID10225,PID2048,A118,EMP1043,C1776,4/20/2018,2,502,Product 49,296,0,75.3,E,Category E,Fairfield,Solano County,CA,California,38.24936,-122.03997,707,112970,34623,67364,Wayne Stone,57,m,Joshua Taylor
OID10227,PID2069,A103,EMP1024,C1768,2/16/2018,2,378,Product 70,291,0,56.7,F,Category F,Berkeley,Alameda County,CA,California,37.87159,-122.27275,510,120972,45917,66237,Scott Rice,57,m,Ernest Wheeler
OID10228,PID2075,A135,EMP1001,C1314,7/19/2018,2,400,Product 76,208,0,60,F,Category F,Murrieta,Riverside County,CA,California,33.55391,-117.21392,951,109830,32685,74610,Raymond Young,67,f,Kevin Butler
OID10234,PID2096,A168,EMP1022,C1490,11/12/2018,1,1587,Product 97,"1,301",0,238.05,H,Category H,Torrance,Los Angeles County,CA,California,33.83585,-118.34063,424,148475,55377,79549,Kenneth Arnold,62,m,Walter Cook
OID10237,PID2080,A140,EMP1017,C1578,12/11/2018,1,2353,Product 81,"1,788",0,352.95,F,Category F,Orange,Orange County,CA,California,33.78779,-117.85311,657,140992,42680,78513,Benjamin Vasquez,50,f,Brian Hansen
OID10239,PID2046,A146,EMP1030,C1028,5/14/2018,1,2410,Product 47,"1,518",0,361.5,E,Category E,Rialto,San Bernardino County,CA,California,34.1064,-117.37032,909,103132,25199,50971,Jason Diaz,45,f,Bobby Russell
OID10240,PID2012,A130,EMP1010,C1670,12/22/2018,1,1353,Product 13,947,0,202.95,B,Category B,Lancaster,Los Angeles County,CA,California,34.69804,-118.13674,661,161103,47427,47225,Eugene Brooks,24,m,Joshua Cook
OID10244,PID2072,A168,EMP1002,C1702,12/24/2018,1,1887,Product 73,"1,378",0,283.05,F,Category F,Torrance,Los Angeles County,CA,California,33.83585,-118.34063,424,148475,55377,79549,Roy West,35,m,Andrew Bowman
OID10250,PID2075,A135,EMP1003,C1274,7/18/2018,2,400,Product 76,208,0,60,F,Category F,Murrieta,Riverside County,CA,California,33.55391,-117.21392,951,109830,32685,74610,Adam Hernandez,63,f,Christopher Tucker
OID10251,PID2040,A116,EMP1012,C1631,12/10/2018,3,1889,Product 41,945,0,283.35,E,Category E,El Monte,Los Angeles County,CA,California,34.06862,-118.02757,626,116732,30752,38085,Michael Thomas,45,f,John Reyes
OID10252,PID2091,A173,EMP1031,C1602,10/17/2018,4,368,Product 92,294,0,55.2,G,Category G,West Covina,Los Angeles County,CA,California,34.06862,-117.93895,626,108484,30816,69189,Donald Andrews,45,f,Brian Thomas
OID10253,PID2075,A109,EMP1005,C1514,3/5/2018,3,400,Product 76,208,0,60,F,Category F,Corona,Riverside County,CA,California,33.87529,-117.56644,951,164226,48156,74149,Steve Diaz,45,f,Ryan Welch
OID10255,PID2064,A102,EMP1036,C1184,2/26/2018,2,1414,Product 65,962,0,212.1,F,Category F,Bakersfield,Kern County,CA,California,35.37329,-119.01871,661,373640,112439,57095,Adam White,55,m,Robert Reed
OID10257,PID2001,A140,EMP1036,C1082,1/11/2018,1,951,Product 2,504,0,142.65,A,Category A,Orange,Orange County,CA,California,33.78779,-117.85311,657,140992,42680,78513,Martin Berry,45,f,Robert Reed
OID10258,PID2043,A168,EMP1009,C1273,9/11/2018,4,545,Product 44,425,0,81.75,E,Category E,Torrance,Los Angeles County,CA,California,33.83585,-118.34063,424,148475,55377,79549,Henry Kelley,63,f,Kenneth Fields
